,neighbourhood,host_name,room_type,neighbourhood_group,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day,price
1548,91.04575163398692,60.0,1,3,0.1111111111111111,0.0,0.13461538461538453,-0.17391304347826086,-0.8637873754152824,0.0,-2.0,2.142857142857143,37
1549,145.8187134502924,126.33333333333333,2,4,-0.2222222222222222,0.1,-0.9038461538461539,-0.10869565217391304,-0.574750830564784,-3.0,3.0,2.142857142857143,350
1550,145.8187134502924,126.33333333333333,1,4,-0.2222222222222222,0.1,-0.9038461538461539,-0.10869565217391304,-0.574750830564784,-2.0,-5.0,0.8571428571428571,65
1551,158.63002680965147,110.0,2,2,0.4444444444444444,-0.1,-1.0,-0.17391304347826086,-0.8637873754152824,-3.0,-1.0,-0.5714285714285714,110
1552,88.26829268292683,112.33333333333333,1,1,-0.2222222222222222,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,69
1553,91.17391304347827,60.0,1,0,8.555555555555555,0.5,-0.7115384615384616,-0.17391304347826086,0.34551495016611294,-2.0,5.0,1.7142857142857142,60
1554,121.58490566037736,196.14859437751005,1,1,-0.2222222222222222,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,19
1555,166.16299137104505,69.0,1,4,-0.2222222222222222,2.2,0.11538461538461527,-0.17391304347826086,-0.8637873754152824,-1.0,-6.0,-0.14285714285714285,69
1556,103.44827586206897,59.0,2,0,-0.2222222222222222,-0.2,0.0,-0.15217391304347827,-0.8637873754152824,0.0,0.0,0.0,60
1557,166.16299137104505,222.10526315789474,2,4,0.7777777777777778,-0.1,-0.9615384615384615,2.282608695652174,0.013289036544850499,-2.0,4.0,-1.1428571428571428,250
1558,188.7929104477612,46.214285714285715,0,4,-0.1111111111111111,5.3,2.192307692307692,0.10869565217391304,-0.44518272425249167,0.0,1.0,-1.0,28
1559,177.4413407821229,105.6,2,4,-0.2222222222222222,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,219
1560,177.4413407821229,222.10526315789474,2,4,0.7777777777777778,0.1,-0.9038461538461539,2.282608695652174,0.3488372093023256,-2.0,-1.0,2.0,268
1561,170.50877192982455,128.55555555555554,1,4,-0.2222222222222222,0.4,-0.11538461538461549,0.0,0.3488372093023256,0.0,-2.0,-1.2857142857142858,60
1562,124.3211009174312,80.0,2,0,39.666666666666664,-0.2,0.0,-0.17391304347826086,0.3488372093023256,0.0,0.0,0.0,119
1563,158.63002680965147,134.5483870967742,1,2,0.0,-0.1,-0.9807692307692307,0.32608695652173914,-0.3687707641196013,-2.0,0.0,-1.8571428571428572,150
1564,95.74647887323944,185.0,2,2,-0.2222222222222222,-0.1,-1.0,-0.17391304347826086,-0.8637873754152824,-3.0,1.0,-1.0,185
1565,188.7929104477612,243.0,2,4,0.2222222222222222,0.8,-0.5384615384615385,-0.15217391304347827,-0.8637873754152824,-1.0,-1.0,-1.0,149
1566,161.59859154929578,69.0,1,4,-0.2222222222222222,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,69
1567,161.59859154929578,313.85714285714283,1,4,-0.1111111111111111,-0.1,-1.0,-0.17391304347826086,-0.8637873754152824,-3.0,-2.0,2.0,75
1568,91.04575163398692,50.0,1,3,0.3333333333333333,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,50
1569,91.17391304347827,325.0,2,0,0.0,0.4,-0.7692307692307693,-0.15217391304347827,-0.26578073089701,-2.0,-6.0,-0.8571428571428571,235
1570,205.3948598130841,111.0,2,4,-0.2222222222222222,-0.2,0.0,-0.17391304347826086,-0.5880398671096345,0.0,0.0,0.0,111
1571,206.16923076923078,89.21875,1,3,-0.1111111111111111,-0.1,-0.9038461538461539,-0.13043478260869565,0.24584717607973422,-1.0,1.0,2.0,56
1572,161.59859154929578,89.21875,2,4,0.3333333333333333,-0.1,-1.0,-0.13043478260869565,-0.521594684385382,-3.0,0.0,2.0,125
1573,161.59859154929578,119.19047619047619,2,4,0.2222222222222222,1.1,-0.40384615384615385,1.6304347826086956,-0.6312292358803987,0.0,1.0,-1.2857142857142858,99
1574,74.85074626865672,73.33333333333333,1,0,0.0,-0.1,-1.0,-0.17391304347826086,-0.8637873754152824,-3.0,-2.0,2.2857142857142856,35
1575,153.23762376237624,40.0,1,4,-0.2222222222222222,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,40
1576,177.4413407821229,126.0,1,4,-0.2222222222222222,0.2,-0.5961538461538463,-0.17391304347826086,-0.33222591362126247,0.0,1.0,-1.2857142857142858,49
1577,170.50877192982455,221.23529411764707,2,4,-0.1111111111111111,4.6,1.692307692307692,-0.15217391304347827,0.036544850498338874,0.0,-1.0,-0.8571428571428571,199
1578,177.4413407821229,196.14859437751005,2,4,0.7777777777777778,0.1,-0.9038461538461539,2.347826086956522,0.3488372093023256,-2.0,-5.0,-1.8571428571428572,218
1579,161.59859154929578,75.0,1,4,-0.2222222222222222,0.2,-0.8653846153846155,-0.17391304347826086,-0.8637873754152824,-3.0,4.0,-1.0,60
1580,151.44255319148937,103.5,1,4,9.666666666666666,0.5,-0.6346153846153847,-0.15217391304347827,0.3488372093023256,-1.0,-6.0,-2.0,128
1581,153.96946564885496,221.03571428571428,2,4,0.0,0.0,-0.9615384615384615,-0.17391304347826086,-0.8637873754152824,-3.0,1.0,0.14285714285714285,199
1582,177.4413407821229,196.14859437751005,2,4,0.4444444444444444,0.2,-0.8653846153846155,2.347826086956522,0.26245847176079734,-2.0,0.0,-1.2857142857142858,137
1583,177.4413407821229,196.14859437751005,2,4,0.0,1.6,-0.17307692307692313,2.347826086956522,-0.0033222591362126247,-1.0,-3.0,1.0,250
1584,145.93710691823898,272.0,2,4,0.0,4.6,1.3269230769230769,0.0,-0.6345514950166113,0.0,-1.0,-0.7142857142857143,206
1585,201.27619047619046,71.0,1,4,0.4444444444444444,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,75
1586,170.50877192982455,182.07692307692307,1,4,20.0,-0.2,0.0,-0.17391304347826086,0.3488372093023256,0.0,0.0,0.0,35
1587,145.93710691823898,67.9090909090909,0,4,-0.2222222222222222,1.0,-0.4615384615384616,0.08695652173913043,0.3488372093023256,-1.0,-6.0,-2.0,31
1588,145.93710691823898,67.9090909090909,0,4,-0.2222222222222222,0.6,-0.6730769230769231,0.08695652173913043,0.34551495016611294,0.0,1.0,-1.4285714285714286,31
1589,161.59859154929578,119.19047619047619,2,4,1.8888888888888888,4.9,1.5,1.6304347826086956,-0.7441860465116279,-1.0,5.0,2.0,85
1590,161.59859154929578,59.0,1,4,-0.1111111111111111,4.7,1.346153846153846,-0.15217391304347827,-0.8637873754152824,-2.0,-1.0,-1.2857142857142858,60
1591,166.16299137104505,699.6,2,4,0.1111111111111111,-0.1,-0.9807692307692307,-0.17391304347826086,-0.8637873754152824,-2.0,2.0,1.2857142857142858,122
1592,201.27619047619046,189.66666666666666,2,4,0.0,0.1,-0.9038461538461539,-0.17391304347826086,-0.8637873754152824,-2.0,0.0,2.2857142857142856,258
1593,201.27619047619046,83.25,2,4,-0.1111111111111111,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,131
1594,206.16923076923078,110.0,1,3,-0.2222222222222222,-0.2,0.0,-0.17391304347826086,-0.8637873754152824,0.0,0.0,0.0,110
